Story Date,Story URL,Headline,What (Claim),About Subject,About Person,Featured Image,Tags
18th Apr 2024,https://www.vishvasnews.com/viral/fact-check-akshay-kumars-viral-picture-is-from-ipl-2022-viral-with-misleading-claim/,"Fact Check : अक्षय कुमार की वायरल तस्वीर IPL 2022 की है, भ्रामक दावे के साथ वायरल",अक्षय कुमार आईपीएल देखने पहुंचे,Akshay Kumar at IPL,Akshay Kumar,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews1-5.jpg,"Akshay Kumar,IPL,IPL 2024 Viral Video"
18th Apr 2024,https://www.vishvasnews.com/viral/fact-check-old-photo-of-kareena-kapoor-at-ajmer-dargah-shared-with-misleading-claim/,Fact Check: अजमेर शरीफ दरगाह पहुंची करीना कपूर की पुरानी तस्वीर भ्रामक दावे के साथ वायरल,अजमेर की दरगाह पर चादर चढ़ाने पहुंची करीना कपूर।,Kareena Kapoor Visit Ajmer Sharif ,Kareena Kapoor,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-75.jpg,"Fact Check,fake news,kareena kapoor,kareena kapoor ajmer dargah visit,kareena kapoor ajmer sharif dargah"
18th Apr 2024,https://www.vishvasnews.com/entertainment/fact-check-viral-photo-is-not-virat-and-anushka-son-akaay-but-daughter-vamika/,"Fact Check : विराट अनुष्का के बेटे अकाय की नहीं, बल्कि उनकी बेटी वामिका की हैं ये वायरल तस्वीरें",अनुष्का के बेटे अकाय के साथ लंदन से वापस लौटी।,Returned from London with Anushka's son Akay.,Anushka Sharma,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews1-18.jpg,"Akaay Viral Photo,Anushka Sharma,Fact Check,fake news,Vamika Viral Photo,Virat Kohli news"
18th Apr 2024,https://www.vishvasnews.com/politics/fact-check-bjp-mp-mala-rajya-laxmi-shah-fake-statement-over-hakam-singh-rawat-viral-before-loksabha-election-2024-voting/,Fact Check: सांसद माला राज्य लक्ष्मी शाह के नाम से न्यूजपेपर में छपी खबर की कटिंग फेक है,सांसद ने हाकम सिंह के समर्थन में अभियान चलाने की बात की है।,bjp mp statement over hakam singh rawat,mala rajya laxmi shah,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-13.jpg,"BJP,Election Fact Check,Fact Check,Hakam Singh Rawat,Loksabha Election 2024,MP Mala Rajya Laxmi Shah"
18th Apr 2024,https://www.vishvasnews.com/politics/fact-check-viral-video-of-ranveer-singh-with-the-appeal-for-votes-for-congress-is-fake-and-altered/,"Fact Check: कांग्रेस के समर्थन की अपील के साथ रणवीर सिंह का वायरल वीडियो FAKE, एडिट कर जोड़ा गया ऑडियो क्लोन",बॉलीवुड अभिनेता रणवीर सिंह ने की कांग्रेस के समर्थन में वोट करने की अपील।,Bollywood actor Ranveer Singh appealed to vote in support of Congress.,"Ranveer Singh, Congress",https://www.vishvasnews.com/wp-content/uploads/2024/04/WhatsApp-Image-2024-04-18-at-4.41.17-PM-1.jpeg,"Congress,Election Fact Check,Lok Sabha Election 2024,Ranveer Singh Fake Video,Ranveer Singh Viral video"
18th Apr 2024,https://www.vishvasnews.com/politics/fact-check-viral-claim-regarding-the-19-lakh-missing-evm-before-the-lok-sabha-elections-first-phase-voting-is-fake-and-baseless/,Fact Check: लोकसभा चुनाव के मतदान की शुरुआत से पहले 19 लाख EVM के गायब होने का दावा FAKE और निराधार,लोकसभा चुनाव 24 के मतदान से पहले गायब हुआ 19 लाख ईवीएम।,19 lakh EVMs went missing before 24 days of Lok Sabha polls.,"19 lakh EVM, Lok Sabha polls",https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-1-5.jpg,"19 lakh EVM Missing,19 Lakh Missing EVM,Election Fact Check,Lok Sabha Election 2024,Lok Sabha Election Chunav,Loksabha Election 2019,Missing EVM"
17th Apr 2024,https://www.vishvasnews.com/politics/fact-check-viral-video-not-from-rahul-gandhi-coimbatore-rally-but-the-christian-community-program-held-in-andhra-pradesh/,Fact Check: आंध्र में ईसाइयों के धार्मिक कार्यक्रम के वीडियो को कोयंबटूर की राहुल गांधी की रैली का बताकर किया जा रहा शेयर,राहुल गांधी की रैली का वीडियो।,Video of Rahul Gandhi's rally.,Rahul Gandhi,https://www.vishvasnews.com/wp-content/uploads/2024/04/WhatsApp-Image-2024-04-16-at-6.41.38-PM.jpeg,"Coimbatore Rally,Election Fact Check,Lok Sabha Election 2024,Rahul Gandhi,Rahul Gandhi Coimbatore Rally,rahul gandhi viral video"
18th Apr 2024,https://www.vishvasnews.com/english/politics/fact-check-video-of-bjp-mp-dinesh-yadav-nirahua-speaking-about-pm-modi-and-cm-yogi-is-not-deepfake/,Fact Check: Video Of BJP MP Dinesh Yadav Nirahua Speaking About PM Modi And CM Yogi Is Not Deepfake,Azamgarh MP Dinesh Lal Yadav ‘Nirahua’ video is deepfake.,bjp mp speaking about pm and cm yogi,dinesh yadav nirahua,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-3-3.jpg,"BJP,Lok Sabha elections 2024"
17th Apr 2024,https://www.vishvasnews.com/politics/fact-check-tamilnadu-cuddalore-fortune-teller-news-viral-with-misleading-claim/,"Fact Check: तमिलनाडु में भविष्य बताने वाले शख्स को फॉरेस्ट पुलिस ने तोते को पिंजरे में कैद करने पर पकड़ा था, वायरल दावा भ्रामक",तामिलनाडु के कुड्डालोर में पुलिस ने तोता ज्योतिषी को चुनाव में डीएमके की हार की भविष्यवाणी करने पर गिरफ्तार कर लिया।,tamilnadu cuddalore fortune teller arrested,tamilnadu cuddalore,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-3-2.jpg,"cuddalore,Election Fact Check,Fact Check,Tamilnadu"
17th Apr 2024,https://www.vishvasnews.com/viral/fact-check-haryanvi-dancer-sapna-choudhary-viral-old-pictures-with-son-unraveling-misleading-claim/,Fact Check: हरियाणवी डांसर सपना चौधरी की बेटे संग पुरानी तस्वीरें भ्रामक दावे से वायरल,हरियाणा की मशहूर  डांसर सपना चौधरी ने भी नए मेहमान का आगमन कर दिया है। हाल ही में सपना चौधरी ने अपने लाडले बेटे को जन्म दिया है।,Sapna Choudhary photo with son,Sapna Choudhary,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews1-2024-04-17T172305.798.jpg,"Dancer sapna choudhary,Fact Check,Haryanvi dancer Sapna Choudhary,Sapna Choudhary,Sapna Choudhary With Son"
17th Apr 2024,https://www.vishvasnews.com/politics/fact-check-bjp-district-vice-president-and-media-in-charge-clash-in-amroha-viral-video-sparks-controversy-for-lok-sabha-election-2024/,Fact Check : अमरोहा में बीजेपी के जिला उपाध्यक्ष और मीडिया प्रभारी के बीच हुई मारपीट के वीडियो को गलत दावे के साथ किया जा रहा वायरल,"अमरोहा में प्रेस कॉफ्रेंस के लिए भाजपा ने पत्रकारों को सवाल लिखकर दिए थे। दिए गए सवालों से अलग पूछने की कोशिश कर रहा था पत्रकार, तो उसके साथ मारपीट की गई।",BJP MLA beaten  journalists ,BJP MLA,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-26-1.jpg,"Amroha BJP district VP media clash,Amroha News,Fact Check,fake news,Lok Sabha Chunav,Lok Sabha Election 2024,Viral video controversy BJP Amroha"
17th Apr 2024,https://www.vishvasnews.com/politics/fact-check-fake-newspaper-cutting-of-gulf-countries-flights-full-link-to-lok-sabha-election-2024-viral/,Fact Check: चुनाव को देखते हुए खाड़ी देशों से फ्लाइट्स भरी हुई आने की न्यूजपेपर की फर्जी कटिंग वायरल,"मुस्लिम समाज में मतदान के लिए उत्साह देखा जा रहा है, जिस कारण गल्फ देशों से सभी फ्लाइट भरकर आ रही हैं।",flights arriving from gulf countries,Loksabha Election 2024,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-12.jpg,"Election Fact Check,Fact Check,Gulf Countries Flights,Lok Sabha Election 2024"
17th Apr 2024,https://www.vishvasnews.com/ai-check/fact-check-viral-photo-building-eden-gardens-stadium-kolkata-from-vegetables-is-ai-generated/,Fact Check : सब्जियों से ईडन गार्डन स्टेडियम की कलाकृति बनाने की बच्चे की वायरल तस्वीर एआई निर्मित,बच्चे ने सब्जियों से कोलकाता के ईडन गार्डन स्टेडियम बनाया।,The child built Kolkata's Eden Garden Stadium from vegetables.,Kolkata's Eden Garden Stadium,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-25-1.jpg,"Fact Check,Fake News viral,Gardens Stadium AI Photo,Gardens Stadium Kolkata,Gardens Stadium Vegetables Photo,Viral Photo Gardens Stadium"
17th Apr 2024,https://www.vishvasnews.com/politics/fact-check-discover-the-truth-behind-the-viral-video-alleging-pakistani-flags-in-telangana/,Fact Check: तेलंगाना में इस्लामी झंडा लहराए जाने की पुरानी घटना को पाकिस्तानी झंडा बताकर किया जा रहा शेयर, तेलंगाना में कांग्रेस के शासन में लहराया गया पाकिस्तानी झंडा।,Pakistani flag hoisted in Telangana under Congress rule.,"Pakistani flag, Telangana",https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-11.jpg,"Election Fact Check,Fact Check,fake news,Islamic Flag,Lok Sabha Election 2024,Pakistani Flag,Pakistani flags in Telangana"
16th Apr 2024,https://www.vishvasnews.com/politics/fact-check-bjp-mp-dinesh-lal-yadav-nirahua-viral-video-is-not-deepfake/,Fact Check : पीएम मोदी और सीएम योगी के बारे में बोलते हुए भाजपा सांसद दिनेश यादव ‘निरहुआ’ का यह वीडियो डीपफेक नहीं है,भाजपा सांसद दिनेश लाल यादव 'निरहुआ' का यह वीडियो डीपफेक है।,bjp mp speaking about pm and cm yogi,dinesh yadav nirahua,https://www.vishvasnews.com/wp-content/uploads/2024/04/WhatsApp-Image-2024-04-16-at-7.34.22-PM.jpeg,"BJP MP,Deepfake,dinesh lal yadav nirahua,Fact Check,viral video"
16th Apr 2024,https://www.vishvasnews.com/politics/pm-modi-welcomes-tumkur-mayor-not-gautam-adani-wife-read-details/,"Fact Check : तस्वीर में पीएम मोदी अडानी की पत्नी को नहीं, तुमकुर की पूर्व मेयर का अभिवादन कर रहे हैं",अडानी की पत्‍नी के सामने झुकते हुए मोदी ,Modi bowing front of Adani's wife,"Narendra Modi, Adani",https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-22-2.jpg,"Fact Check,False Claim Viral,Gautam Adani,PM Modi,PM Narendra Modi"
16th Apr 2024,https://www.vishvasnews.com/viral/fact-check-jaipur-land-dispute-video-misinterpreted-as-communal-clash/,Fact Check : जयपुर में जमीनी विवाद को लेकर हुई घटना के वीडियो को सांप्रदायिक रंग देकर किया जा रहा शेयर,मुस्लिम समुदाय के लोगों ने हिंदू समुदाय के लोगों को पत्थर मारकर देहरादून से भगाया।,Muslim community chased people of Hindu community from Dehradun by pelting stones at them.,Stone pelting,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-24.jpg,"fact check India,Fake News India,Jaipur Communal Clash,Jaipur land dispute video,Jaipur News,Jaipur violence"
16th Apr 2024,https://www.vishvasnews.com/viral/fact-check-this-photo-is-not-of-solar-eclipse-that-took-place-on-april-8-ai-image-goes-viral/,"Fact Check: आठ अप्रैल को हुए सूर्य ग्रहण की नहीं है यह तस्वीर, AI इमेज वायरल",यह 2024 के सूर्य ग्रहण की तस्‍वीर है।,Solar Eclipse,Egypt ,https://www.vishvasnews.com/wp-content/uploads/2024/04/AI-Vishvas1.jpg,"AI Image,Artificial Intelligence,artificial intelligence creations,Solar Eclipse"
16th Apr 2024,https://www.vishvasnews.com/english/politics/fact-check-old-video-going-viral-with-misleading-claims/,Fact Check: Old Video Going Viral With Misleading Claims,BJP flags burnt in Punjab amid Lok Sabha elections,BJP flags burnt in Punjab amid Lok Sabha elections,"Election, BJP",https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-73-1.jpg,"Haryana News,Lok Sabha Election 2024,Protest Against BJP punjab news,viral video"
16th Apr 2024,https://www.vishvasnews.com/viral/fact-check-a-video-of-elon-musk-promoting-the-quantum-ai-project-is-deepfake/,Fact Check: नए कंप्यूटिंग प्रोजेक्ट “क्वांटम AI” की घोषणा करते हुए एलन मस्क का वायरल वीडियो डीपफेक है,क्वांटम AI प्रोजेक्ट की घोषणा करते हुए एलन मस्क।,Elon Musk announcing the Quantum AI project.,"Elon Musk, Quantum AI project",https://www.vishvasnews.com/wp-content/uploads/2024/04/WhatsApp-Image-2024-04-15-at-5.09.01-PM.jpeg,"Artificial Intelligence,Deep Fake,Deepfake technology,Elon Musk deepfake,Fake Elon Musk video,Quantum AI fake news,Quantum computing news"
16th Apr 2024,https://www.vishvasnews.com/viral/fact-check-this-picture-is-not-of-jammu-national-highway-fake-claim-goes-viral/,"Fact Check : यह तस्वीर जम्मू नेशनल हाईवे की नहीं है, फर्जी दावा वायरल",जम्मू नेशनल हाईवे 44 . देखने मे तो विश्वास नही होता ये अपने देश मे है,Jammu National Highway,PM Modi,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews1-79.jpg,"Jammu and Kashmir,Jammu Kashmir"
16th Apr 2024,https://www.vishvasnews.com/politics/fact-check-aamir-khan-viral-video-congress-campaigning-for-lok-sabha-election-2024-is-altered/,"Fact Check: आमिर खान के वीडियो से छेड़छाड़ कर चुनाव प्रचार के लिए किया गया इस्तेमाल, वायरल वीडियो फेक",आमिर खान 15 लाख रुपये की बात कर रहे हैं।,video of congress campaigning for loksabha election 2024,aamir khan,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-2-1.jpg,"Aamir Khan,Congress,Election Fact Check,Fact Check,Loksabha Election 2024"
16th Apr 2024,https://www.vishvasnews.com/politics/fact-check-this-picture-of-smriti-irani-holding-a-fish-is-not-from-navratri/,Fact Check: स्मृति ईरानी की मछली पकड़े यह तस्वीर नवरात्र के दौरान की नहीं है,नवरात्रि के पावन पर्व में एक हांथ में मछली एक हांथ में दुर्गा जी की फोटो! भाजपाई मित्रों क्या कहेंगें ?,"Navratri, Election 2024",Smriti Irani,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-72-1.jpg,"BJP,Smriti Irani,Smriti Zubin Irani"
15th Apr 2024,https://www.vishvasnews.com/viral/fact-check-know-the-truth-of-virat-kohli-and-anushka-sharma-old-viral-picture/,Fact Check : विराट कोहली और अनुष्का शर्मा की पुरानी तस्वीर भ्रामक दावे से वायरल,इस तस्वीर में अनुष्का शर्मा और विराट कोहली स्टेडियम का परीक्षण करते हुए नजर आ रहे हैं आप देख सकते हैं। किस तरीके से अनुष्का शर्मा और विराट कोहली ने यह लेटेस्ट फोटोशूट करवाया है।,Virat Kohli & Anushka Sharma photoshoot,Virat Kohli,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews1-2024-04-15T190814.278.jpg,"Anushka Sharma,Virat Kohli,Virat Kohli Anushka Sharma Old Picture,Virat Kohli Anushka Sharma Viral Picture"
15th Apr 2024,https://www.vishvasnews.com/politics/fact-check-dainik-bhaskar-nielsen-fake-pre-poll-survey-viral-to-lead-india-alliance-in-lok-sabha-election/,Fact Check: पहले चरण की वोटिंग से पहले नील्सन-भास्कर के नाम से वायरल चुनाव पूर्व सर्वेक्षण FAKE,Abki Bar BJP Tadipar Dainik Bhaskar-Nelson Survey: In 10 states INDIA alliance is leading & could cross 200 in these 10 states alone.,Dainik Bhaskar-Nelson Survey suggests 10 states INDIA alliance is leading & could cross 200 in these 10 states alone.,Dainik Bhaskar-Nelson Survey,https://www.vishvasnews.com/wp-content/uploads/2024/04/WhatsApp-Image-2024-04-15-at-6.49.32-PM.jpeg,"Dainik Bhaskar,Election Fact Check,Fake Pre Poll News,Fake Pre Poll Survey,India Alliance,Lok Sabha Election 2024,Lok Sabha elections 2024,Nielsen"
15th Apr 2024,https://www.vishvasnews.com/politics/old-video-of-maharashtra-cm-eknath-shinde-offering-chadar-at-hazrat-ali-dargah-goes-viral/,Fact Check : महाराष्ट्र के CM एकनाथ शिंदे का पुराना वीडियो हाजी अली दरगाह पर चादर चढ़ाने के FAKE दावे के साथ वायरल,"शिंदे जी ने हाजी अली दरगाह-मुंबई पर जाकर ओम, स्वास्तिक और त्रिशूल अंकित भगवा रंग की चादर चढाई",Maharashta CM in Haji ali dargah,Eknath Shinde,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-22-1.jpg,N/A
15th Apr 2024,https://www.vishvasnews.com/viral/fact-check-dalit-girl-beaten-in-amethi-video-is-old-and-misleading/,"Fact Check: दलित लड़की से मारपीट का करीब ढाई साल पुराना वीडियो भ्रामक दावे से वायरल, चोरी के शक में हुई थी पिटाई",मंदिर से पानी पीने पर दलित लड़की को कुछ ठाकुरों ने पीटा है।,dalit girl beaten,Amethi,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-1-3.jpg,"Amethi,Fact Check,viral video"
15th Apr 2024,https://www.vishvasnews.com/world/fact-check-old-video-goes-viral-with-claim-of-irans-missile-attack-on-israel/,Fact Check: पुराना वीडियो इजरायल पर ईरान के मिसाइल हमले के दावे के साथ वायरल,Iran attack on Israel (ईरान का इजराइल पर हमला) ,Iran attack on Israel,Benjamin Netanyahu,https://www.vishvasnews.com/wp-content/uploads/2024/04/image-14-1.png,"Israel Hamas War,Israel Palestine Conflict"
15th Apr 2024,https://www.vishvasnews.com/politics/fact-check-old-picture-viral-of-imran-masood-temple-visit-know-the-full-story-here-2/,"Fact Check : इमरान मसूद की मंदिर जाने की वायरल तस्वीर पुरानी, भ्रामक दावे के साथ हुई वायरल", सहारनपुर से कांग्रेस-सपा गठबंधन प्रत्याशी इमरान मसूद ने आज देवबंद में सिद्धपीठ त्रिपुर बाला सुंदरी देवी के दर्शन किए।,"Imran Masood, Congress-SP alliance candidate from Saharanpur, visited Siddhapeeth Tripura Bala Sundari Devi in ​​Deoband .",Imran Masood,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews1-17.jpg,"Imran Masood temple visit,Imran Masood viral claims,Imran Masood viral image,Pakistan News,Viral Picture"
15th Apr 2024,https://www.vishvasnews.com/viral/fact-check-old-picture-viral-of-imran-masood-temple-visit-know-the-full-story-here/,Fact Check : क्रिकेटर बाबर आजम के वीडियो को एडिट कर गलत दावे के साथ किया जा रहा वायरल,बाबर आजम गुस्सा हो गया भगवान श्री राम का नाम बोलने पर।,Babar Azam got angry on speaking the name of Shri Ram.,Babar Azam,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-73.jpg,"Babar Azam,Babar Azam video controversy,Babar Azam viral video,Fact Check,fake news"
15th Apr 2024,https://www.vishvasnews.com/politics/fact-check-false-claim-viral-congress-avoiding-arunachal-pradesh-lok-sabha-and-assembly-elections-due-to-china-fear/,Fact Check: चीन के “डर” से कांग्रेस के अरुणाचल में लोकसभा व विधानसभा चुनाव नहीं लड़ने का दावा FAKE और चुनावी दुष्प्रचार,चीन के डर की वजह से अरुणाचल प्रदेश लोकसभा और विधानसभा का चुनाव नहीं लड़ रही कांग्रेस।,Congress is not contesting Arunachal Pradesh Lok Sabha and Assembly elections due to fear of China.,Congress,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-9-1.jpg,"Arunachal Pradesh elections,Congress election controversy,Election Fact Check,fake news,Lok Sabha Election 2024,LS Polls 2024"
15th Apr 2024,https://www.vishvasnews.com/politics/pm-modi-did-not-advocate-changing-the-constitution-false-claim-linked-to-ls-polls-2024/,"Fact Check : पीएम मोदी ने नहीं कही संविधान बदलने की बात, फर्जी है दावा",मैं पुराने संविधान को बदलकर मनुस्मृति वाला संविधान बनाऊंगा जिसे स्वयं बाबा साहब अम्बेडकर भी आकर खत्म नहीं कर सकते है। क्या घमंडी नरेंद्र मोदी यह कहना चाहता है,Narendra Modi will change constitution,"Narendra Modi, Election",https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-21-2.jpg,"Fact Check,fake news,Lok Sabha Election 2024,Modi speech on constitution,PM Modi constitution change,PM Modi News"
15th Apr 2024,https://www.vishvasnews.com/scam/fact-check-kbc-kbc-lottery-scam-false-post-viral-on-social-media-do-not-share-personal-information/,"Fact Check : KBC लॉटरी के नाम पर वायरल पोस्ट फर्जी, निजी जानकारी न करें शेयर","KBC में जीते ,38,000 की लॉटरी।","Won lottery of Rs 38,000 in KBC.",KBC,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-22.jpg,"Amitabh Bachchan,cyber crime,Fact Check,fake news,Kaun Banega Crorepati,KBC Lottery Scam,Online Fraud News,online scam,viral fake post"
15th Apr 2024,https://www.vishvasnews.com/politics/fact-check-loksabha-election-2024-meerut-bjp-candidate-arun-govil-clipped-video-viral-with-false-claim/,"Fact Check: मेरठ से भाजपा उम्मीदवार अरुण गोविल ने दलित कार्यकर्ता के घर किया था भोजन, अधूरा वीडियो हो रहा वायरल",अरुण गोविल ने दलित कार्यकर्ता के घर पर भोजन नहीं किया।,loksabha election 2024 meerut bjp candidate,arun govil,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-9.jpg,"Arun Govil,BJP,Election Fact Check,Fact Check,Meerut"
15th Apr 2024,https://www.vishvasnews.com/viral/fact-check-this-picture-viral-in-the-name-of-hollywood-actress-scarlett-johansson-is-edited/,Fact Check: हॉलीवुड अदाकारा स्कारलेट जोहानसन के नाम से वायरल यह तस्वीर एडिटेड है,"Scarlett Johansson in Delhi street, India (दिल्ली की सड़क पर स्कारलेट जोहानसन)",Hollywood,Scarlett Johansson  ,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-70-1.jpg,"Edited Image,ENtertainment,Hollywood"
15th Apr 2024,https://www.vishvasnews.com/politics/fact-check-viral-video-claiming-rahul-gandhis-resignation-from-congress-is-deep-fake/,"Fact Check: राहुल गांधी के इस्तीफा देने के दावे से वायरल वीडियो FAKE, AI क्रिएटेड ऑडियो क्लोनिंग का किया गया है इस्तेमाल",राहुल गांधी ने कांग्रेस से इस्तीफा दिए जाने की घोषणा की।,Rahul Gandhi announced his resignation from the Congress.,Rahul Gandhi,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews-7-1.jpg,"Artificial Intelligence,Deep Fake,Election Fact Check,Fake News in Hindi,Lok Sabha Election 2024,Rahul Gandhi Deep Fake Video,Rahul Gandhi resignation video"
15th Apr 2024,https://www.vishvasnews.com/english/viral/fact-check-viral-image-of-girl-and-snow-leopard-in-gilgit-fake-shared-with-false-story/,"Fact Check: Viral Image Of Girl And Snow Leopard In Gilgit Fake, Shared With False Story","When Gulmina from Gilgit was young, she brought home a leopard cub",Leopard with girl,"AI Image, Leopard",https://www.vishvasnews.com/wp-content/uploads/2024/04/Fake_News_23-19-3.jpg,Artificial Intelligence
13th Apr 2024,https://www.vishvasnews.com/politics/lok-sabha-chunav-2024-viral-video-links-andhra-incident-to-ravindra-singh-bhati-of-rajasthan/,Fact Check : आंध्र प्रदेश के वीडियो को राजस्थान के रविंद्र सिंह भाटी से जोड़कर किया गया वायरल,रविंद्र सिंह भाटी लोकसभा क्षेत्र बाड़मेर जैसलमेर की रैली ,Ravindra Singh Bhati Rally,"Ravindra Singh Bhati, Election",https://www.vishvasnews.com/wp-content/uploads/2024/04/Fake-6-2.jpg,"Fact Check,Lok Sabha Election 2024,Ravindra Singh Bhati"
13th Apr 2024,https://www.vishvasnews.com/politics/viral-video-of-protest-against-bjp-in-haryana-falsely-linked-to-punjab-in-2021/,Fact Check : हरियाणा में BJP के विरोध का 2021 का Video अब पंजाब के नाम पर वायरल,सुना है पंजाब से रुझान आने लगे है,Opposition to BJP in Punjab.,BJP/ Punjab ,https://www.vishvasnews.com/wp-content/uploads/2024/04/Fake_News_24-4.jpg,"Haryana News,Lok Sabha Election 2024,Protest Against BJP,punjab news,viral video"
13th Apr 2024,https://www.vishvasnews.com/society/fact-check-this-video-of-a-man-bathing-in-a-tub-of-milk-is-not-from-a-kerala-plant-but-from-turkey/,"Fact Check: दूध के टब में नहाते शख्स का ये वीडियो केरल प्लांट का नहीं, बल्कि तुर्किये का है",केरल में *थूक जिहाद* के बाद यह नवीनतम घटना है। एक डेयरी मालिक गैर मुस्लिमों को बेचने के लिए दूध को हलाल करने के लिए उससे नहाता है।,Cantaminating milk,Muslims ,https://www.vishvasnews.com/wp-content/uploads/2024/04/fake-0.jpg,"Kerala,Milk bath"
13th Apr 2024,https://www.vishvasnews.com/english/politics/fact-check-pm-modi-politely-gestured-for-cm-yogi-to-pass-from-front-viral-claim-false/,"Fact Check: PM Modi Politely Gestured For CM Yogi To Pass From Front, Viral Claim False","This insult to Baba is the height of misbehaviour, this insult to Baba will not last. Hindustan Boycott Modi, Uttar Pradesh.” The post further claimed, “On the stage of the public meeting in Pilibhit, Modi ji very angrily, rudely and absurdly pulled out a chair and sat down. While trying to hold Yogi ji’s hand, he pushed him away. It is highly condemnable and shameful, we strongly condemn it",PM Modi pushed CM Yogi.,Yogi adityanath,https://www.vishvasnews.com/wp-content/uploads/2024/04/Fake_News_23-19-1-1.jpg,"Lok Sabha elections 2024,PM Modi,Yogi Adityanath"
12th Apr 2024,https://www.vishvasnews.com/politics/fact-check-hema-malini-old-photos-viral-crop-cutting-falsely-link-to-lok-sabha-polls-2024/,Fact Check : फसल काटती हेमा मालिनी की पुरानी तस्वीरों को भ्रामक दावे के साथ किया जा रहा वायरल, हेलीकॉप्टर से गेहूं काटने पहुंची हेमा मालिनी।,Hema Malini arrived in helicopter to harvest wheat.,Hema Malini,https://www.vishvasnews.com/wp-content/uploads/2024/04/vishvasnews1-16.jpg,"Hema Malini,Hema Malini Crop Cutting Photo,Hema Malini Viral Photos,Lok Sabha Election,Lok Sabha Polls 2024"
11th Apr 2024,https://www.vishvasnews.com/viral/fact-check-the-viral-video-of-ril-chairman-mukesh-ambani-promoting-the-investment-banker-and-giving-advice-on-making-money-through-stock-investments-is-deep-fake/,Fact Check: शेयर बाजार में निवेश की सलाह देता मुकेश अंबानी का वायरल वीडियो डीप फेक है,स्टॉक मार्केट में इनवेस्टमेंट की सलाह देता मुकेश अंबानी का वीडियो।,Video of Mukesh Ambani giving investment advice in stock market.,Mukesh Ambani,https://www.vishvasnews.com/wp-content/uploads/2024/04/WhatsApp-Image-2024-04-11-at-4.29.23-PM.jpeg,"Artificial Intelligence,Deep Fake,Mukesh Ambani,Mukesh Ambani Deep Fake Video"
11th Apr 2024,https://www.vishvasnews.com/politics/fact-check-pm-modi-ai-song-mukesh-kumar-kisi-ki-mushkurahton-pe-ho-nisar-viral/,Fact Check: पीएम मोदी की आवाज में वायरल गायक मुकेश का गाना ‘किसी की मुस्कुराहटों पे हो निसार’ एआई निर्मित है,पीएम मोदी ने गायक मुकेश के गीत को अपनी आवाज दी है।,pm song mukesh kumar kisi ki mushkurahton pe ho nisar,Narendra Modi,https://www.vishvasnews.com/wp-content/uploads/2024/04/factcheck22-1.jpg,"AI,Deepfake,Fact Check,Mukesh Kumar,PM Modi"
10th Apr 2024,https://www.vishvasnews.com/politics/pm-narendra-modi-and-cm-yogi-video-viral-with-fake-claim/,"Fact Check : PM मोदी ने शालीनता दिखाते हुए CM योगी को आगे से जाने का किया था इशारा, वायरल दावा गलत",बदतमीजी की पराकाष्ठा बाबा का ये अपमान नहीं रहेगा हिंदुस्तान बायकट मोदी उत्तर प्रदेश पीलीभीत की जनसभा के मंच पर मोदी जी ने बेहद गुस्से अशिष्टता बेहुदगी से कुर्सी खींच कर बैठने की कोशिश करते योगी जी का हाथ पकड़ परे धक्का दिया। घोर निंदनीय शर्मनाक हम कड़ी निन्दा करते है,PM Modi pushed CM Yogi.,Yogi adityanath,https://www.vishvasnews.com/wp-content/uploads/2024/04/Fake_News_23-19-1.jpg,"Lok Sabha Election 2024,Narendra Modi,Uttar Pradesh,Yogi Adityanath"
